FishHeight(cm),FishWidth(cm),FishDiagonal(cm),ScaleDiagonal(cm),ScaleWidth(cm),OnePixelValue,Circumference(cm),Area(cm),AspectRatio,DiagonalToHeightRatio,AreaRatio,SegmentedFilename,FishDetected,ScaleDetected
14.0,3.0,14.0,15.0,2.0,0.03138075313807531,33.0,35.0,0.21428571428571427,1.0310421286031042,0.11753255208333334,2024-04-05_09_48_43_(10556)_sardine_input_(0).png,yes,yes
13.0,3.0,14.0,15.0,2.0,0.03138075313807531,32.0,34.0,0.23076923076923078,1.0291479820627802,0.11533854166666667,2024-04-05_09_48_43_(10556)_sardine_input_(1).png,yes,yes
15.0,3.0,15.0,15.0,2.0,0.03138075313807531,35.0,45.0,0.2,1.0292275574112735,0.14898600260416667,2024-04-05_09_48_43_(10556)_sardine_input_(2).png,yes,yes
14.0,4.0,15.0,15.0,2.0,0.03125,35.0,34.0,0.2857142857142857,1.0473118279569893,0.116220703125,2024-04-05_09_49_01_(10557)_sardine_input_(0).png,yes,yes
14.0,3.0,15.0,15.0,2.0,0.03125,37.0,36.0,0.21428571428571427,1.022964509394572,0.122470703125,2024-04-05_09_49_01_(10557)_sardine_input_(1).png,yes,yes
14.0,3.0,15.0,15.0,2.0,0.03125,38.0,37.0,0.21428571428571427,1.0334728033472804,0.12427897135416667,2024-04-05_09_49_01_(10557)_sardine_input_(2).png,yes,yes
,,,,,,,,,,,2024-05-23_10_22_05_(13036)_sardine_input.jpeg,yes,no
14.0,3.0,14.0,15.0,1.0,0.03138075313807531,32.0,35.0,0.21428571428571427,1.0288248337028825,0.11671712239583333,2024-05-28_09_58_07_(13216)_sardine_input_(0).png,yes,yes
12.0,4.0,12.0,15.0,1.0,0.03138075313807531,29.0,23.0,0.3333333333333333,1.0507614213197969,0.0791455078125,2024-05-28_09_58_07_(13216)_sardine_input_(1).png,yes,yes
12.0,2.0,13.0,15.0,1.0,0.03138075313807531,30.0,28.0,0.16666666666666666,1.0242130750605327,0.093466796875,2024-05-28_09_58_07_(13216)_sardine_input_(2).png,yes,yes
12.0,3.0,13.0,15.0,1.0,0.031315240083507306,29.0,32.0,0.25,1.0291970802919708,0.10633138020833334,2024-05-28_09_58_25_(13217)_sardine_input_(0).png,yes,yes
14.0,3.0,14.0,15.0,1.0,0.031315240083507306,33.0,40.0,0.21428571428571427,1.0326086956521738,0.13552734375,2024-05-28_09_58_25_(13217)_sardine_input_(1).png,yes,yes
13.0,5.0,15.0,15.0,1.0,0.031315240083507306,37.0,34.0,0.38461538461538464,1.0788288288288288,0.11481282552083333,2024-05-28_09_58_25_(13217)_sardine_input_(2).png,yes,yes
13.0,3.0,13.0,15.0,1.0,0.031315240083507306,31.0,40.0,0.23076923076923078,1.037122969837587,0.13578125,2024-05-28_09_58_37_(13218)_sardine_input_(0).png,yes,yes
13.0,3.0,14.0,15.0,1.0,0.031315240083507306,31.0,37.0,0.23076923076923078,1.0344827586206897,0.1258642578125,2024-05-28_09_58_37_(13218)_sardine_input_(1).png,yes,yes
14.0,3.0,14.0,15.0,1.0,0.031315240083507306,33.0,38.0,0.21428571428571427,1.0378619153674833,0.1280859375,2024-05-28_09_58_37_(13218)_sardine_input_(2).png,yes,yes
13.0,3.0,13.0,15.0,1.0,0.03138075313807531,31.0,37.0,0.23076923076923078,1.0327868852459017,0.12472493489583333,2024-05-28_09_58_53_(13219)_sardine_input_(0).png,yes,yes
15.0,4.0,15.0,15.0,1.0,0.03138075313807531,35.0,49.0,0.26666666666666666,1.0375782881002087,0.16336588541666666,2024-05-28_09_58_53_(13219)_sardine_input_(1).png,yes,yes
13.0,3.0,14.0,15.0,1.0,0.03138075313807531,32.0,32.0,0.23076923076923078,1.0270880361173815,0.10609375,2024-05-28_09_58_53_(13219)_sardine_input_(2).png,yes,yes
14.0,3.0,15.0,15.0,1.0,0.031315240083507306,35.0,37.0,0.21428571428571427,1.0292887029288702,0.12461588541666667,2024-05-28_09_59_08_(13220)_sardine_input_(0).png,yes,yes
14.0,3.0,15.0,15.0,1.0,0.031315240083507306,33.0,35.0,0.21428571428571427,1.0256410256410255,0.1163134765625,2024-05-28_09_59_08_(13220)_sardine_input_(1).png,yes,yes
13.0,3.0,14.0,15.0,1.0,0.031315240083507306,31.0,35.0,0.23076923076923078,1.0340909090909092,0.11700032552083334,2024-05-28_09_59_08_(13220)_sardine_input_(2).png,yes,yes
15.0,5.0,15.0,15.0,2.0,0.03138075313807531,36.0,40.0,0.3333333333333333,1.0543933054393306,0.13232421875,2024-05-28_09_59_32_(13221)_sardine_input_(0).png,yes,yes
14.0,4.0,15.0,15.0,2.0,0.03138075313807531,34.0,39.0,0.2857142857142857,1.0477223427331888,0.13088053385416668,2024-05-28_09_59_32_(13221)_sardine_input_(1).png,yes,yes
14.0,4.0,15.0,15.0,2.0,0.03138075313807531,35.0,43.0,0.2857142857142857,1.050420168067227,0.1451123046875,2024-05-28_09_59_32_(13221)_sardine_input_(2).png,yes,yes
14.0,3.0,15.0,15.0,1.0,0.03138075313807531,34.0,35.0,0.21428571428571427,1.029535864978903,0.11707682291666667,2024-05-28_09_59_48_(13222)_sardine_input_(0).png,yes,yes
13.0,3.0,13.0,15.0,1.0,0.03138075313807531,32.0,30.0,0.23076923076923078,1.0397196261682242,0.10158365885416666,2024-05-28_09_59_48_(13222)_sardine_input_(1).png,yes,yes
13.0,4.0,14.0,15.0,1.0,0.03138075313807531,32.0,41.0,0.3076923076923077,1.0403587443946187,0.13565592447916666,2024-05-28_09_59_48_(13222)_sardine_input_(2).png,yes,yes
15.0,3.0,15.0,15.0,1.0,0.03138075313807531,35.0,42.0,0.2,1.033402922755741,0.1399755859375,2024-05-28_10_00_01_(13223)_sardine_input_(0).png,yes,yes
15.0,3.0,15.0,15.0,1.0,0.03138075313807531,35.0,40.0,0.2,1.0271398747390397,0.13525553385416667,2024-05-28_10_00_01_(13223)_sardine_input_(1).png,yes,yes
14.0,3.0,14.0,15.0,1.0,0.03138075313807531,32.0,32.0,0.21428571428571427,1.0268456375838926,0.1090673828125,2024-05-28_10_00_01_(13223)_sardine_input_(2).png,yes,yes
15.0,3.0,15.0,15.0,1.0,0.03138075313807531,35.0,46.0,0.2,1.0313152400835073,0.15414225260416667,2024-05-28_10_00_23_(13224)_sardine_input_(0).png,yes,yes
13.0,3.0,13.0,15.0,1.0,0.03138075313807531,31.0,39.0,0.23076923076923078,1.0424528301886793,0.12996256510416668,2024-05-28_10_00_23_(13224)_sardine_input_(1).png,yes,yes
14.0,3.0,14.0,15.0,1.0,0.03138075313807531,32.0,29.0,0.21428571428571427,1.0263736263736263,0.09896158854166667,2024-05-28_10_00_23_(13224)_sardine_input_(2).png,yes,yes
