SegmentedFilename,FishDetected,ScaleDetected,FishHeight(cm),FishWidth(cm),FishDiagonal(cm),ScaleDiagonal(cm),ScaleWidth(cm),OnePixelValue,Circumference(cm),Area(cm),AspectRatio,DiagonalToHeightRatio,AreaRatio
2024-11-19_09_43_45_(14877)_sardine_input_(2).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.02727272727272727,37.0,41.0,0.1875,1.0220713073005094,0.18017252604166667
2024-11-19_09_44_00_(14878)_sardine_input_(0).png,yes,yes,16.0,3.0,17.0,15.0,1.0,0.029013539651837523,38.0,46.0,0.1875,1.0262697022767076,0.17991048177083332
2024-11-19_09_44_00_(14878)_sardine_input_(1).png,yes,yes,17.0,4.0,18.0,15.0,1.0,0.029013539651837523,41.0,41.0,0.23529411764705882,1.0258899676375404,0.16211588541666666
2024-11-19_09_44_00_(14878)_sardine_input_(2).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.029013539651837523,40.0,38.0,0.1875,1.0211640211640212,0.14983723958333334
2024-11-19_09_44_16_(14879)_sardine_input_(0).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.028790786948176585,38.0,45.0,0.1875,1.0280701754385966,0.17999837239583333
2024-11-19_09_44_16_(14879)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.028790786948176585,34.0,36.0,0.2,1.020446096654275,0.141982421875
2024-11-19_09_44_16_(14879)_sardine_input_(2).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.028790786948176585,37.0,40.0,0.1875,1.0212014134275618,0.159833984375
2024-11-19_09_44_34_(14880)_sardine_input_(0).png,yes,yes,15.0,4.0,16.0,15.0,1.0,0.028409090909090908,39.0,40.0,0.26666666666666666,1.039426523297491,0.16372721354166667
2024-11-19_09_44_34_(14880)_sardine_input_(1).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.028409090909090908,38.0,40.0,0.1875,1.0209059233449478,0.16204915364583333
2024-11-19_09_44_34_(14880)_sardine_input_(2).png,yes,yes,16.0,3.0,17.0,15.0,1.0,0.028409090909090908,42.0,40.0,0.1875,1.02020202020202,0.1634912109375
2024-11-19_09_44_49_(14881)_sardine_input_(0).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.027522935779816515,38.0,44.0,0.1875,1.0273504273504273,0.19291341145833332
2024-11-19_09_44_49_(14881)_sardine_input_(1).png,yes,yes,16.0,4.0,17.0,15.0,1.0,0.027522935779816515,40.0,39.0,0.25,1.034710743801653,0.16957845052083334
2024-11-19_09_44_49_(14881)_sardine_input_(2).png,yes,yes,17.0,3.0,17.0,15.0,1.0,0.027522935779816515,41.0,43.0,0.17647058823529413,1.0241157556270097,0.18883463541666667
2024-11-19_09_45_04_(14882)_sardine_input_(0).png,yes,yes,16.0,3.0,17.0,15.0,2.0,0.02737226277372263,38.0,42.0,0.1875,1.0228384991843393,0.18459635416666667
2024-11-19_09_45_04_(14882)_sardine_input_(1).png,yes,yes,15.0,3.0,16.0,15.0,2.0,0.02737226277372263,37.0,38.0,0.2,1.0262237762237763,0.1662255859375
2024-11-19_09_45_04_(14882)_sardine_input_(2).png,yes,yes,16.0,5.0,16.0,15.0,2.0,0.02737226277372263,39.0,39.0,0.3125,1.0476190476190477,0.170966796875
2024-11-19_09_45_19_(14883)_sardine_input_(0).png,yes,yes,14.0,3.0,15.0,15.0,1.0,0.02654867256637168,34.0,38.0,0.21428571428571427,1.0251346499102334,0.1796142578125
2024-11-19_09_45_19_(14883)_sardine_input_(1).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.02654867256637168,36.0,43.0,0.1875,1.0230263157894737,0.2029931640625
2024-11-19_09_45_19_(14883)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.02654867256637168,35.0,36.0,0.2,1.022530329289428,0.17045572916666665
2024-11-19_09_45_29_(14884)_sardine_input_(0).png,yes,yes,14.0,3.0,15.0,15.0,2.0,0.026041666666666668,34.0,40.0,0.21428571428571427,1.0313588850174216,0.1965087890625
2024-11-19_09_45_29_(14884)_sardine_input_(1).png,yes,yes,15.0,3.0,16.0,15.0,2.0,0.026041666666666668,36.0,46.0,0.2,1.0276872964169381,0.22235677083333333
2024-11-19_09_45_29_(14884)_sardine_input_(2).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.026041666666666668,37.0,36.0,0.26666666666666666,1.0381944444444444,0.172978515625
2024-11-21_09_33_42_(14963)_sardine_input_(0).png,yes,yes,16.0,4.0,17.0,15.0,2.0,0.030181086519114688,40.0,44.0,0.25,1.0338078291814947,0.16019368489583333
2024-11-21_09_33_42_(14963)_sardine_input_(1).png,yes,yes,16.0,4.0,17.0,15.0,2.0,0.030181086519114688,39.0,45.0,0.25,1.0306306306306305,0.163662109375
2024-11-21_09_33_42_(14963)_sardine_input_(2).png,yes,yes,17.0,4.0,17.0,15.0,2.0,0.030181086519114688,42.0,40.0,0.23529411764705882,1.0350877192982457,0.145107421875
2024-11-21_09_33_52_(14964)_sardine_input_(0).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.028790786948176585,38.0,42.0,0.1875,1.0209424083769634,0.166376953125
2024-11-21_09_33_52_(14964)_sardine_input_(1).png,yes,yes,16.0,4.0,17.0,15.0,1.0,0.028790786948176585,39.0,39.0,0.25,1.0344827586206897,0.15631998697916666
2024-11-21_09_33_52_(14964)_sardine_input_(2).png,yes,yes,15.0,3.0,16.0,15.0,1.0,0.028790786948176585,37.0,40.0,0.2,1.0252252252252252,0.157734375
2024-11-21_09_34_10_(14965)_sardine_input_(0).png,yes,yes,15.0,4.0,16.0,15.0,1.0,0.028462998102466792,36.0,37.0,0.26666666666666666,1.0399274047186933,0.15030436197916666
2024-11-21_09_34_10_(14965)_sardine_input_(1).png,yes,yes,16.0,4.0,17.0,15.0,1.0,0.028462998102466792,38.0,44.0,0.25,1.0287648054145515,0.176982421875
2024-11-21_09_34_10_(14965)_sardine_input_(2).png,yes,yes,15.0,3.0,16.0,15.0,1.0,0.028462998102466792,36.0,37.0,0.2,1.019572953736655,0.14990071614583333
2024-11-21_09_34_27_(14966)_sardine_input_(0).png,yes,yes,17.0,3.0,17.0,15.0,2.0,0.028517110266159697,40.0,45.0,0.17647058823529413,1.0212418300653594,0.18039225260416666
2024-11-21_09_34_27_(14966)_sardine_input_(1).png,yes,yes,16.0,4.0,16.0,15.0,2.0,0.028517110266159697,38.0,39.0,0.25,1.0336879432624113,0.1572216796875
2024-11-21_09_34_27_(14966)_sardine_input_(2).png,yes,yes,17.0,5.0,17.0,15.0,2.0,0.028517110266159697,41.0,42.0,0.29411764705882354,1.044776119402985,0.1694873046875
2024-11-21_09_34_39_(14967)_sardine_input_(0).png,yes,yes,15.0,3.0,16.0,15.0,2.0,0.027932960893854747,37.0,41.0,0.2,1.024561403508772,0.17476399739583334
2024-11-21_09_34_39_(14967)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.027932960893854747,36.0,37.0,0.26666666666666666,1.0364298724954462,0.1547314453125
2024-11-21_09_34_39_(14967)_sardine_input_(2).png,yes,yes,15.0,3.0,16.0,15.0,2.0,0.027932960893854747,36.0,39.0,0.2,1.0213143872113677,0.1657421875
2024-11-21_09_34_51_(14968)_sardine_input_(0).png,yes,yes,15.0,3.0,16.0,15.0,1.0,0.028142589118198873,36.0,42.0,0.2,1.0252252252252252,0.17505045572916667
2024-11-21_09_34_51_(14968)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.028142589118198873,36.0,39.0,0.2,1.0294659300184161,0.16326171875
2024-11-21_09_34_51_(14968)_sardine_input_(2).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.028142589118198873,37.0,42.0,0.1875,1.0223752151462995,0.17653971354166667
2024-11-21_09_35_11_(14969)_sardine_input_(0).png,yes,yes,17.0,5.0,18.0,15.0,2.0,0.03171247357293869,42.0,42.0,0.29411764705882354,1.0438756855575868,0.138310546875
2024-11-21_09_35_11_(14969)_sardine_input_(1).png,yes,yes,17.0,3.0,17.0,15.0,2.0,0.03171247357293869,41.0,44.0,0.17647058823529413,1.0203703703703704,0.14453287760416667
2024-11-21_09_35_11_(14969)_sardine_input_(2).png,yes,yes,17.0,6.0,18.0,15.0,2.0,0.03171247357293869,42.0,44.0,0.35294117647058826,1.0678899082568807,0.14546061197916665
2024-11-21_09_35_28_(14970)_sardine_input_(0).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.02895752895752896,38.0,42.0,0.1875,1.0287253141831239,0.166591796875
2024-11-21_09_35_28_(14970)_sardine_input_(1).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.02895752895752896,38.0,46.0,0.1875,1.0268336314847943,0.18005045572916667
2024-11-21_09_35_28_(14970)_sardine_input_(2).png,yes,yes,16.0,3.0,17.0,15.0,1.0,0.02895752895752896,38.0,42.0,0.1875,1.0224137931034483,0.1665283203125
2024-11-21_09_35_42_(14971)_sardine_input_(0).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.029585798816568046,37.0,44.0,0.1875,1.0216216216216216,0.16583984375
2024-11-21_09_35_42_(14971)_sardine_input_(1).png,yes,yes,15.0,3.0,16.0,15.0,1.0,0.029585798816568046,36.0,33.0,0.2,1.0169172932330828,0.12356770833333333
2024-11-21_09_35_42_(14971)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.029585798816568046,35.0,36.0,0.2,1.0212355212355213,0.13390787760416667
2024-11-21_09_35_56_(14972)_sardine_input_(0).png,yes,yes,14.0,3.0,15.0,15.0,1.0,0.025,33.0,36.0,0.21428571428571427,1.0218120805369129,0.19103515625
2024-11-21_09_35_56_(14972)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.025,35.0,42.0,0.2,1.0276872964169381,0.22067220052083333
2024-11-21_09_35_56_(14972)_sardine_input_(2).png,yes,yes,15.0,2.0,15.0,15.0,1.0,0.025,33.0,27.0,0.13333333333333333,1.0099173553719007,0.145771484375
2024-11-21_09_36_14_(14973)_sardine_input_(0).png,yes,yes,17.0,4.0,17.0,15.0,1.0,0.027422303473491772,39.0,44.0,0.23529411764705882,1.0289855072463767,0.1934912109375
2024-11-21_09_36_14_(14973)_sardine_input_(1).png,yes,yes,15.0,3.0,16.0,15.0,1.0,0.027422303473491772,36.0,38.0,0.2,1.0223752151462995,0.16616048177083334
2024-11-21_09_36_14_(14973)_sardine_input_(2).png,yes,yes,17.0,3.0,17.0,15.0,1.0,0.027422303473491772,42.0,43.0,0.17647058823529413,1.023659305993691,0.1882763671875
2024-11-21_09_36_30_(14974)_sardine_input_(0).png,yes,yes,17.0,3.0,17.0,15.0,1.0,0.027985074626865673,39.0,46.0,0.17647058823529413,1.0210696920583469,0.19137858072916666
2024-11-21_09_36_30_(14974)_sardine_input_(1).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.027985074626865673,37.0,42.0,0.1875,1.0220713073005094,0.1776318359375
2024-11-21_09_36_30_(14974)_sardine_input_(2).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.027985074626865673,38.0,39.0,0.1875,1.027972027972028,0.1657861328125
2024-11-21_09_36_45_(14975)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.02626970227670753,35.0,37.0,0.2,1.0222602739726028,0.178720703125
2024-11-21_09_36_45_(14975)_sardine_input_(1).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.02626970227670753,37.0,39.0,0.1875,1.0193861066235865,0.18726399739583333
2024-11-21_09_36_45_(14975)_sardine_input_(2).png,yes,yes,16.0,2.0,16.0,15.0,1.0,0.02626970227670753,36.0,34.0,0.125,1.0146103896103895,0.1619287109375
2024-11-21_09_37_04_(14976)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.02631578947368421,34.0,34.0,0.2,1.018835616438356,0.16173177083333334
2024-11-21_09_37_04_(14976)_sardine_input_(1).png,yes,yes,15.0,4.0,16.0,15.0,1.0,0.02631578947368421,36.0,39.0,0.26666666666666666,1.0364842454394694,0.18398274739583334
2024-11-21_09_37_04_(14976)_sardine_input_(2).png,yes,yes,16.0,3.0,17.0,15.0,1.0,0.02631578947368421,38.0,42.0,0.1875,1.021909233176839,0.19847819010416667
2024-11-21_09_37_19_(14977)_sardine_input_(0).png,yes,yes,15.0,2.0,15.0,15.0,2.0,0.026223776223776224,34.0,36.0,0.13333333333333333,1.0189982728842832,0.17437825520833333
2024-11-21_09_37_19_(14977)_sardine_input_(1).png,yes,yes,15.0,3.0,16.0,15.0,2.0,0.026223776223776224,37.0,36.0,0.2,1.0231788079470199,0.173974609375
2024-11-21_09_37_19_(14977)_sardine_input_(2).png,yes,yes,16.0,4.0,17.0,15.0,2.0,0.026223776223776224,41.0,39.0,0.25,1.0330188679245282,0.18750813802083333
2024-11-21_09_37_38_(14978)_sardine_input_(0).png,yes,yes,14.0,3.0,15.0,15.0,2.0,0.02586206896551724,34.0,38.0,0.21428571428571427,1.0278260869565217,0.18772298177083332
2024-11-21_09_37_38_(14978)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.02586206896551724,33.0,39.0,0.2857142857142857,1.0412186379928314,0.1938525390625
2024-11-21_09_37_38_(14978)_sardine_input_(2).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.02586206896551724,34.0,37.0,0.2,1.0220338983050847,0.18430013020833333
2024-11-21_09_37_53_(14979)_sardine_input_(0).png,yes,yes,16.0,3.0,17.0,15.0,1.0,0.027675276752767528,38.0,44.0,0.1875,1.0214876033057851,0.18791015625
2024-11-21_09_37_53_(14979)_sardine_input_(1).png,yes,yes,15.0,3.0,16.0,15.0,1.0,0.027675276752767528,36.0,36.0,0.2,1.020979020979021,0.15666666666666668
2024-11-21_09_37_53_(14979)_sardine_input_(2).png,yes,yes,17.0,3.0,17.0,15.0,1.0,0.027675276752767528,38.0,39.0,0.17647058823529413,1.0178282009724473,0.16979817708333333
2024-11-21_09_38_11_(14980)_sardine_input_(0).png,yes,yes,14.0,3.0,15.0,15.0,2.0,0.026362038664323375,34.0,39.0,0.21428571428571427,1.0285204991087344,0.18307454427083333
2024-11-21_09_38_11_(14980)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,2.0,0.026362038664323375,34.0,35.0,0.2857142857142857,1.0396396396396397,0.16566080729166666
2024-11-21_09_38_11_(14980)_sardine_input_(2).png,yes,yes,15.0,2.0,16.0,15.0,2.0,0.026362038664323375,35.0,35.0,0.13333333333333333,1.015,0.1655859375
2024-11-21_09_38_29_(14981)_sardine_input_(0).png,yes,yes,14.0,3.0,15.0,15.0,1.0,0.025423728813559324,34.0,38.0,0.21428571428571427,1.0254668930390491,0.1915869140625
2024-11-21_09_38_29_(14981)_sardine_input_(1).png,yes,yes,14.0,3.0,15.0,15.0,1.0,0.025423728813559324,34.0,34.0,0.21428571428571427,1.0223752151462995,0.17464029947916668
2024-11-21_09_38_29_(14981)_sardine_input_(2).png,yes,yes,14.0,3.0,15.0,15.0,1.0,0.025423728813559324,33.0,35.0,0.21428571428571427,1.0220713073005094,0.17960774739583332
2024-11-21_09_38_45_(14982)_sardine_input_(0).png,yes,yes,15.0,4.0,16.0,15.0,2.0,0.026785714285714284,37.0,42.0,0.26666666666666666,1.035472972972973,0.19173665364583334
2024-11-21_09_38_45_(14982)_sardine_input_(1).png,yes,yes,15.0,2.0,16.0,15.0,2.0,0.026785714285714284,37.0,31.0,0.13333333333333333,1.0134228187919463,0.1440283203125
2024-11-21_09_38_45_(14982)_sardine_input_(2).png,yes,yes,16.0,4.0,17.0,15.0,2.0,0.026785714285714284,39.0,41.0,0.25,1.028616852146264,0.189072265625
2024-11-21_09_39_02_(14983)_sardine_input_(0).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.026595744680851064,36.0,38.0,0.1875,1.018032786885246,0.17530598958333332
2024-11-21_09_39_02_(14983)_sardine_input_(1).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.026595744680851064,38.0,41.0,0.1875,1.0246305418719213,0.19110514322916666
2024-11-21_09_39_02_(14983)_sardine_input_(2).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.026595744680851064,38.0,36.0,0.1875,1.0161550888529887,0.1683642578125
2024-11-21_09_39_21_(14984)_sardine_input_(0).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.026785714285714284,38.0,38.0,0.1875,1.0276422764227642,0.1734912109375
2024-11-21_09_39_21_(14984)_sardine_input_(1).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.026785714285714284,39.0,35.0,0.1875,1.0230263157894737,0.1609765625
2024-11-21_09_39_21_(14984)_sardine_input_(2).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.026785714285714284,38.0,38.0,0.1875,1.0164473684210527,0.1758447265625
2024-11-21_09_39_39_(14985)_sardine_input_(0).png,yes,yes,16.0,4.0,16.0,15.0,1.0,0.02824858757062147,37.0,39.0,0.25,1.0362694300518134,0.16220052083333333
2024-11-21_09_39_39_(14985)_sardine_input_(1).png,yes,yes,16.0,5.0,17.0,15.0,1.0,0.02824858757062147,39.0,43.0,0.3125,1.0577933450087567,0.17740234375
2024-11-21_09_39_39_(14985)_sardine_input_(2).png,yes,yes,18.0,3.0,18.0,15.0,1.0,0.02824858757062147,43.0,41.0,0.16666666666666666,1.0141065830721003,0.17103190104166666
2024-11-21_09_58_00_(14986)_sardine_input_(0).png,yes,yes,14.0,3.0,15.0,15.0,2.0,0.02512562814070352,34.0,39.0,0.21428571428571427,1.0286195286195285,0.204775390625
2024-11-21_09_58_00_(14986)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.02512562814070352,34.0,38.0,0.2,1.023217247097844,0.19679524739583334
2024-11-21_09_58_13_(14987)_sardine_input_(0).png,yes,yes,15.0,3.0,16.0,15.0,2.0,0.026223776223776224,36.0,43.0,0.2,1.0249584026622296,0.20514485677083333
2024-11-21_09_58_13_(14987)_sardine_input_(1).png,yes,yes,16.0,3.0,17.0,15.0,2.0,0.026223776223776224,39.0,41.0,0.1875,1.0235109717868338,0.19617838541666666
2024-11-21_09_58_28_(14988)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.025597269624573378,35.0,40.0,0.2,1.0249584026622296,0.2027001953125
2024-11-21_09_58_28_(14988)_sardine_input_(1).png,yes,yes,15.0,3.0,16.0,15.0,2.0,0.025597269624573378,36.0,43.0,0.2,1.0241935483870968,0.21372721354166666
2024-11-21_09_58_36_(14989)_sardine_input_(0).png,yes,yes,15.0,3.0,16.0,15.0,2.0,0.02654867256637168,35.0,45.0,0.2,1.0289115646258504,0.2118310546875
2024-11-21_09_58_36_(14989)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,2.0,0.02654867256637168,35.0,39.0,0.26666666666666666,1.0456942003514937,0.18144205729166665
2024-11-21_09_58_47_(14990)_sardine_input_(0).png,yes,yes,14.0,5.0,15.0,15.0,1.0,0.026362038664323375,35.0,35.0,0.35714285714285715,1.07168458781362,0.16852213541666666
2024-11-21_09_58_47_(14990)_sardine_input_(1).png,yes,yes,15.0,4.0,16.0,15.0,1.0,0.026362038664323375,37.0,40.0,0.26666666666666666,1.0426621160409557,0.18816569010416667
2024-11-21_09_59_00_(14991)_sardine_input_(0).png,yes,yes,15.0,3.0,16.0,15.0,1.0,0.025728987993138937,37.0,41.0,0.2,1.0262295081967212,0.20468912760416666
2024-11-21_09_59_00_(14991)_sardine_input_(1).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.025728987993138937,38.0,44.0,0.1875,1.0235109717868338,0.22031412760416666
2024-11-21_09_59_09_(14992)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.02555366269165247,35.0,37.0,0.2,1.0214521452145215,0.18876139322916666
2024-11-21_09_59_09_(14992)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.02555366269165247,36.0,40.0,0.2,1.0249584026622296,0.20337727864583333
2024-11-21_09_59_17_(14993)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.025380710659898477,34.0,35.0,0.2,1.0219594594594594,0.17732259114583335
2024-11-21_09_59_17_(14993)_sardine_input_(1).png,yes,yes,15.0,4.0,16.0,15.0,1.0,0.025380710659898477,36.0,40.0,0.26666666666666666,1.039344262295082,0.20295572916666665
2024-11-21_09_59_25_(14994)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.024,36.0,43.0,0.2,1.0251572327044025,0.24504231770833335
2024-11-21_09_59_25_(14994)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.024,34.0,42.0,0.2,1.0282574568288854,0.23924641927083334
2024-11-21_09_59_34_(14995)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.023622047244094488,34.0,41.0,0.2,1.0267716535433071,0.23958821614583334
2024-11-21_09_59_34_(14995)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.023622047244094488,34.0,41.0,0.2,1.0265625,0.24255696614583333
2024-11-21_09_59_43_(14996)_sardine_input_(0).png,yes,yes,14.0,3.0,15.0,15.0,1.0,0.02358490566037736,34.0,45.0,0.21428571428571427,1.0330708661417323,0.265830078125
2024-11-21_09_59_43_(14996)_sardine_input_(1).png,yes,yes,14.0,3.0,15.0,15.0,1.0,0.02358490566037736,34.0,39.0,0.21428571428571427,1.0303514376996805,0.2311279296875
2024-11-21_09_59_52_(14997)_sardine_input_(0).png,yes,yes,15.0,5.0,16.0,15.0,2.0,0.02533783783783784,37.0,42.0,0.3333333333333333,1.0564516129032258,0.2165478515625
2024-11-21_09_59_52_(14997)_sardine_input_(1).png,yes,yes,16.0,3.0,16.0,15.0,2.0,0.02533783783783784,37.0,43.0,0.1875,1.025,0.21998697916666668
2024-11-21_10_00_03_(14998)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.025210084033613446,36.0,40.0,0.2,1.0261865793780687,0.20796061197916665
2024-11-21_10_00_03_(14998)_sardine_input_(1).png,yes,yes,15.0,3.0,16.0,15.0,2.0,0.025210084033613446,36.0,44.0,0.2,1.025518341307815,0.2277978515625
2024-11-21_10_00_12_(14999)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.024154589371980676,35.0,41.0,0.26666666666666666,1.0332278481012658,0.2321240234375
2024-11-21_10_00_12_(14999)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.024154589371980676,35.0,41.0,0.2,1.0250391236306728,0.23322428385416666
2024-11-21_10_00_22_(15000)_sardine_input_(0).png,yes,yes,16.0,4.0,16.0,15.0,2.0,0.026041666666666668,37.0,50.0,0.25,1.0304487179487178,0.24274251302083333
2024-11-21_10_00_22_(15000)_sardine_input_(1).png,yes,yes,16.0,4.0,16.0,15.0,2.0,0.026041666666666668,37.0,47.0,0.25,1.028892455858748,0.22590657552083335
2024-11-21_10_00_32_(15001)_sardine_input_(0).png,yes,yes,16.0,4.0,16.0,15.0,1.0,0.025996533795493933,37.0,40.0,0.25,1.0304975922953452,0.19483235677083333
2024-11-21_10_00_32_(15001)_sardine_input_(1).png,yes,yes,15.0,3.0,16.0,15.0,1.0,0.025996533795493933,37.0,40.0,0.2,1.0282861896838602,0.19321614583333332
2024-11-21_10_00_42_(15002)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,2.0,0.02358490566037736,34.0,42.0,0.2,1.0282131661442007,0.2487451171875
2024-11-21_10_00_42_(15002)_sardine_input_(1).png,yes,yes,14.0,3.0,15.0,15.0,2.0,0.02358490566037736,33.0,43.0,0.21428571428571427,1.0322061191626408,0.2554443359375
2024-11-21_10_00_53_(15003)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.025996533795493933,36.0,40.0,0.2,1.0267558528428093,0.19688313802083332
2024-11-21_10_00_53_(15003)_sardine_input_(1).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.025996533795493933,37.0,42.0,0.1875,1.0221870047543582,0.20384765625
2024-11-21_10_01_06_(15004)_sardine_input_(0).png,yes,yes,14.0,4.0,15.0,15.0,1.0,0.026041666666666668,34.0,35.0,0.2857142857142857,1.0440140845070423,0.171591796875
2024-11-21_10_01_06_(15004)_sardine_input_(1).png,yes,yes,15.0,3.0,16.0,15.0,1.0,0.026041666666666668,36.0,41.0,0.2,1.026622296173045,0.19883951822916668
2024-11-21_10_01_17_(15005)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.024671052631578948,34.0,43.0,0.2,1.030844155844156,0.23316569010416666
2024-11-21_10_01_17_(15005)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.024671052631578948,35.0,43.0,0.2,1.027331189710611,0.23343098958333333
2024-11-21_10_01_28_(15006)_sardine_input_(0).png,yes,yes,15.0,4.0,16.0,15.0,1.0,0.025252525252525252,36.0,43.0,0.26666666666666666,1.0324675324675325,0.22243001302083334
2024-11-21_10_01_28_(15006)_sardine_input_(1).png,yes,yes,15.0,4.0,16.0,15.0,1.0,0.025252525252525252,36.0,40.0,0.26666666666666666,1.0409165302782324,0.20595052083333334
2024-11-21_10_01_38_(15007)_sardine_input_(0).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.02608695652173913,35.0,48.0,0.26666666666666666,1.0429553264604812,0.23087890625
2024-11-21_10_01_38_(15007)_sardine_input_(1).png,yes,yes,14.0,4.0,15.0,15.0,1.0,0.02608695652173913,34.0,38.0,0.2857142857142857,1.0390070921985815,0.1852490234375
2024-11-21_10_01_51_(15008)_sardine_input_(0).png,yes,yes,14.0,3.0,15.0,15.0,1.0,0.025996533795493933,34.0,38.0,0.21428571428571427,1.0278745644599303,0.185185546875
2024-11-21_10_01_51_(15008)_sardine_input_(1).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.025996533795493933,36.0,40.0,0.2,1.0267558528428093,0.19532877604166668
2024-11-21_10_02_01_(15009)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.024509803921568627,34.0,44.0,0.2,1.0291734197730957,0.241787109375
2024-11-21_10_02_01_(15009)_sardine_input_(1).png,yes,yes,15.0,4.0,15.0,15.0,1.0,0.024509803921568627,35.0,45.0,0.26666666666666666,1.0373376623376624,0.24898600260416667
2024-11-21_10_02_11_(15010)_sardine_input_(0).png,yes,yes,15.0,3.0,15.0,15.0,1.0,0.025,35.0,44.0,0.2,1.0310457516339868,0.23080240885416667
2024-11-21_10_02_11_(15010)_sardine_input_(1).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.025,37.0,49.0,0.1875,1.028125,0.25685546875
2024-11-26_09_36_21_(15037)_sardine_input_(0).png,yes,yes,16.0,4.0,17.0,15.0,1.0,0.028680688336520075,40.0,43.0,0.25,1.0389830508474576,0.17329752604166668
2024-11-26_09_36_21_(15037)_sardine_input_(1).png,yes,yes,16.0,3.0,17.0,15.0,1.0,0.028680688336520075,42.0,45.0,0.1875,1.0255102040816326,0.180771484375
2024-11-26_09_36_37_(15038)_sardine_input_(0).png,yes,yes,16.0,3.0,16.0,15.0,1.0,0.02626970227670753,41.0,39.0,0.1875,1.0206022187004755,0.18847330729166667
2024-11-26_09_36_37_(15038)_sardine_input_(1).png,yes,yes,16.0,4.0,16.0,15.0,1.0,0.02626970227670753,38.0,43.0,0.25,1.0320512820512822,0.20531575520833334
2024-11-26_09_37_02_(15039)_sardine_input_(0).png,yes,yes,16.0,4.0,16.0,15.0,1.0,0.02555366269165247,39.0,42.0,0.25,1.032967032967033,0.21053548177083334
